numero_expediente,fecha_presentacion,sesion,tipo,titulo_oficial,titulo_publico_propuesto,resumen_propuesto,comision_principal,comisiones_secundarias,area_tematica,autoria,responsable,estado_preparacion,estado_tramite,existe_en_panel,id_actual,id_destino,tiene_docx,tiene_expediente_pdf,url_fuente_oficial,url_pdf_oficial,nombre_pdf,accion_requerida,observaciones,estado_de_verificacion
19884,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, por intermedio de la Dirección Provincial de Vialidad, la urgente inspección técnica, la adopción de medidas preventivas de seguridad vial y la ejecución de un plan de intervención integral sobre el puente “Paso López” emplazado en el río Corrientes sobre RP Nº 24.",Seguridad vial en el puente Paso López,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con seguridad vial en el puente Paso López. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,coautoria,Gonzalo,Presentado,En comisiones,True,P-0063,EXP-19884,True,False,https://hcdcorrientes.gov.ar/expedientes/19884/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19884.pdf,EXPTE-19884-RESOLUCION-solicita-al-poder-ejecutivo-por-intermedio-de-la-direccion-provincial.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19902,2026-04-29,5ª Reunión | 5ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través del Ministerio de Seguridad y en coordinación con la Jefatura de Policía, la creación e instalación de una delegación de la Policía Rural e Islas y Ambiente Rural (PRIAR) en la localidad de Itatí.",Delegación de la Policía Rural en Itatí,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con delegación de la Policía Rural en Itatí. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.",Seguridad Y Servicios Penitenciarios,"Hacienda, Presupuesto E Impuestos",Seguridad,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19902,False,False,https://hcdcorrientes.gov.ar/expedientes/19902/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/04/Expte-19902.pdf,EXPTE-19902-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-del-ministerio-de-seguridad-y-en.pdf,crear,La ficha oficial presenta una anomalía en el campo de autores; el expediente descargado fue verificado.,verificado_fuente_y_pdf_oficial
19934,2026-05-06,6ª Reunión | 6ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través de la Secretaría de Deportes y el Consejo Provincial del Deporte (COPRODE), un informe sobre la implementación de la ley 6082 y su decreto reglamentario 1242/13.",Informe sobre la Ley de Sponsorización Deportiva,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre la Ley de Sponsorización Deportiva. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.",Deportes,"Hacienda, Presupuesto E Impuestos",Deportes,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19934,False,False,https://hcdcorrientes.gov.ar/expedientes/19934/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19934.pdf,EXPTE-19934-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-de-la-secretaria-de-deportes-y-el.pdf,crear,,verificado_fuente_y_pdf_oficial
19937,2026-05-06,6ª Reunión | 6ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo la elaboración de un proyecto para la obra del acueducto del río Uruguay, a fin de abastecer de agua potable al Municipio de Gobernador Virasoro y su zona de influencia.",Proyecto para el acueducto del río Uruguay,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con proyecto para el acueducto del río Uruguay. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19937,False,False,https://hcdcorrientes.gov.ar/expedientes/19937/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19937.pdf,EXPTE-19937-RESOLUCION-solicita-al-poder-ejecutivo-la-elaboracion-de-un-proyecto-para-la-obra.pdf,crear,,verificado_fuente_y_pdf_oficial
19938,2026-05-06,6ª Reunión | 6ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo que, a través de la Dirección Provincial de Vialidad (DPV), se realicen las obras de mantenimiento integral, abovedado y enripiado del camino de acceso a la Escuela de la Familia Agrícola (EFA) “ITU IS-28”, del paraje Rincón Santa María, departamento de Ituzaingó.",Mejoras en el acceso a la Escuela de la Familia Agrícola de Ituzaingó,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con mejoras en el acceso a la Escuela de la Familia Agrícola de Ituzaingó. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Educación,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19938,False,False,https://hcdcorrientes.gov.ar/expedientes/19938/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19938.pdf,EXPTE-19938-RESOLUCION-solicita-al-poder-ejecutivo-que-a-traves-de-la-direccion-provincial-de.pdf,crear,,verificado_fuente_y_pdf_oficial
19941,2026-05-06,6ª Reunión | 6ª Sesión Ordinaria,Resolución,Establece el Programa de Sesiones Itinerantes de la Honorable Cámara de Diputados.,Establece el Programa de Sesiones Itinerantes de la Honorable Cámara de Diputados,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con establece el Programa de Sesiones Itinerantes de la Honorable Cámara de Diputados. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Hacienda, Presupuesto E Impuestos","Peticiones, Reglamento Y Poderes",Transparencia institucional,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19941,False,False,https://hcdcorrientes.gov.ar/expedientes/19941/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19941.pdf,EXPTE-19941-RESOLUCION-establece-el-programa-de-sesiones-itinerantes-de-la-honorable-camara-d.pdf,crear,,verificado_fuente_y_pdf_oficial
19966,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo que, a través de la Dirección Provincial de Energía de Corrientes (DPEC) y el Ministerio de Producción, instrumente un régimen excepcional de alivio en el pago del servicio eléctrico para pequeños productores hortícolas y tabacaleros de los departamentos de Goya, Lavalle y zonas de influencia.",Alivio eléctrico para productores hortícolas y tabacaleros,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con alivio eléctrico para productores hortícolas y tabacaleros. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos","Hacienda, Presupuesto E Impuestos; Producción, Industria, Comercio Y Turismo",Infraestructura,coautoria,Gonzalo,Presentado,En comisiones,True,P-0070,EXP-19966,True,False,https://hcdcorrientes.gov.ar/expedientes/19966/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19966.pdf,EXPTE-19966-RESOLUCION-solicita-al-poder-ejecutivo-que-a-traves-de-la-direccion-provincial-de.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19967,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Resolución,"Solicita la adopción urgente de medidas de accesibilidad universal en el ingreso al Palacio Legislativo de la provincia, para personas con discapacidad o movilidad reducida.",Accesibilidad universal en el Palacio Legislativo,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con accesibilidad universal en el Palacio Legislativo. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.",Protección De Personas Con Discapacidad,,Discapacidad,coautoria,Gonzalo,Presentado,En comisiones,True,P-0071,EXP-19967,True,False,https://hcdcorrientes.gov.ar/expedientes/19967/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19967.pdf,EXPTE-19967-RESOLUCION-solicita-la-adopcion-urgente-de-medidas-de-accesibilidad-universal-en.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
19968,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través de la Dirección Provincial de Vialidad, el mantenimiento y reparación de la RP N° 37 en su trayecto entre Gobernador Virasoro a Colonia Unión y paraje San Horacio.",Mantenimiento de la Ruta Provincial 37,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con mantenimiento de la Ruta Provincial 37. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19968,False,False,https://hcdcorrientes.gov.ar/expedientes/19968/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19968-1.pdf,EXPTE-19968-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-de-la-direccion-provincial-de-via.pdf,crear,,verificado_fuente_y_pdf_oficial
19969,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través del Ministerio de Educación, informe el cumplimiento de las leyes 4115 y 4382 -Pago de Zona Geográfica-.",Informe sobre el pago de zona geográfica docente,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre el pago de zona geográfica docente. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.","Educación, Cultura, Ciencia Y Tecnología","Hacienda, Presupuesto E Impuestos",Educación,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19969,False,False,https://hcdcorrientes.gov.ar/expedientes/19969/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19969.pdf,EXPTE-19969-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-del-ministerio-de-educacion-infor.pdf,crear,,verificado_fuente_y_pdf_oficial
19971,2026-05-13,7ª Reunión | 7ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo que, junto a la provincia de Misiones, gestione ante el Gobierno Nacional y los organismos correspondientes, la planificación y desarrollo de estudios técnicos y proyecto ejecutivo de la obra “Autovía RN N° 12” desde Posadas (Misiones) a Corrientes capital.",Autovía de la Ruta Nacional 12 entre Posadas y Corrientes,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con autovía de la Ruta Nacional 12 entre Posadas y Corrientes. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos","Hacienda, Presupuesto E Impuestos",Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-19971,False,False,https://hcdcorrientes.gov.ar/expedientes/19971/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-19971.pdf,EXPTE-19971-RESOLUCION-solicita-al-poder-ejecutivo-que-junto-a-la-provincia-de-misiones-gesti.pdf,crear,,verificado_fuente_y_pdf_oficial
20012,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Resolución,"Insta al Poder Ejecutivo a que, a través de los ministerios y áreas competentes, arbitre y coordine con el Poder Ejecutivo Nacional y con las autoridades gubernamentales del Estado de Rio Grande do Sul (Brasil) para reactivar y avanzar en la concreción del Puente Carretero Internacional Alvear – Itaqui.",Puente Internacional Alvear-Itaqui,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con puente Internacional Alvear-Itaqui. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20012,False,False,https://hcdcorrientes.gov.ar/expedientes/20012/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20012.pdf,EXPTE-20012-RESOLUCION-insta-al-poder-ejecutivo-a-que-a-traves-de-los-ministerios-y-areas-com.pdf,crear,,verificado_fuente_y_pdf_oficial
20013,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Resolución,"Insta al Poder Ejecutivo a que, a través de los Ministerios de Seguridad y de Hacienda y Finanzas, arbitre los fondos presupuestarios y ejecute de manera prioritaria la obra de remodelación, modernización integral y adecuación edilicia de la Comisaría Seccional Primera y de la Comisaría de la Mujer de la ciudad de Gobernador Virasoro.",Modernización de comisarías de Gobernador Virasoro,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con modernización de comisarías de Gobernador Virasoro. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos","Hacienda, Presupuesto E Impuestos",Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20013,False,False,https://hcdcorrientes.gov.ar/expedientes/20013/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20013.pdf,EXPTE-20013-RESOLUCION-insta-al-poder-ejecutivo-a-que-a-traves-de-los-ministerios-de-segurida.pdf,crear,,verificado_fuente_y_pdf_oficial
20017,2026-05-27,8ª Reunión | 8ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo Nacional que, por intermedio del Ente Nacional de Comunicaciones (ENACOM) y de los organismos nacionales competentes, arbitre los medios necesarios para relevar, financiar y ejecutar obras de infraestructura de conectividad digital en zonas rurales, semi rurales y periurbanas de Corrientes con baja, deficiente o nula cobertura de telefonía móvil y de acceso a internet.",Conectividad digital en zonas rurales y periurbanas,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con conectividad digital en zonas rurales y periurbanas. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos","Hacienda, Presupuesto E Impuestos",Infraestructura,coautoria,Gonzalo,Presentado,En comisiones,True,P-0076,EXP-20017,False,True,https://hcdcorrientes.gov.ar/expedientes/20017/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20017.pdf,EXPTE-20017-RESOLUCION-solicita-al-poder-ejecutivo-nacional-que-por-intermedio-del-ente-nacio.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
20026,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Resolución,"Insta al Poder Ejecutivo, a través del Ministerio de Educación, proceda a dar respuesta favorable al Expte. 321-16439/18 donde se solicita la imposición del nombre “Héroes de Malvinas” al Colegio Secundario de Esquina (CUE 1801867-00).",Nombre Héroes de Malvinas para el Colegio Secundario de Esquina,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con nombre Héroes de Malvinas para el Colegio Secundario de Esquina. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Educación, Cultura, Ciencia Y Tecnología",,Educación,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20026,False,False,https://hcdcorrientes.gov.ar/expedientes/20026/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20026.pdf,EXPTE-20026-RESOLUCION-insta-al-poder-ejecutivo-a-traves-del-ministerio-de-educacion-proceda.pdf,crear,,verificado_fuente_y_pdf_oficial
20039,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo que, a través del Ministerio de Obras y Servicios Públicos, la Dirección de Transporte Fluvial y Puertos y los organismos competentes, informe las gestiones realizadas ante el Estado Nacional y el estado de situación actual de la obra del Nuevo Puerto de Itá Ibaté.",Informe sobre el nuevo puerto de Itá Ibaté,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre el nuevo puerto de Itá Ibaté. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20039,False,False,https://hcdcorrientes.gov.ar/expedientes/20039/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20039.pdf,EXPTE-20039-RESOLUCION-solicita-al-poder-ejecutivo-que-a-traves-del-ministerio-de-obras-y-ser.pdf,crear,,verificado_fuente_y_pdf_oficial
20040,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través del Ministerio de Producción, de la Dirección de Recursos Forestales y del Ministerio de Ciencia y Tecnología, informe las razones por las cuales no se convocó a la científica correntina, María Victoria Rivera de Moraes, galardonada por la NASA por su proyecto de prevención predictiva de incendios forestales basado en Inteligencia Artificial.",Informe sobre prevención de incendios con inteligencia artificial,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre prevención de incendios con inteligencia artificial. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.","Producción, Industria, Comercio Y Turismo",,Ambiente,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20040,False,False,https://hcdcorrientes.gov.ar/expedientes/20040/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20040.pdf,EXPTE-20040-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-del-ministerio-de-produccion-de-l.pdf,crear,,verificado_fuente_y_pdf_oficial
20041,2026-06-03,9ª Reunión | 9ª Sesión Ordinaria,Resolución,"Insta al Poder Ejecutivo, a través del Ministerio de Obras y Servicios Públicos y de la Dirección Provincial de Vialidad (DPV), a realizar de manera urgente el proyecto ejecutivo para la obra de pavimentación del acceso a la localidad de Garruchos, desde la intersección con la RP 94 hasta el centro del casco urbano de dicha comunidad.",Pavimentación del acceso a Garruchos,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con pavimentación del acceso a Garruchos. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20041,False,False,https://hcdcorrientes.gov.ar/expedientes/20041/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/05/Expte-20041.pdf,EXPTE-20041-RESOLUCION-insta-al-poder-ejecutivo-a-traves-del-ministerio-de-obras-y-servicios.pdf,crear,,verificado_fuente_y_pdf_oficial
20068,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través de los organismos técnicos competentes, remita un informe detallado sobre el estado de ejecución, planificación y proyección de la obra del Nuevo Puerto de Lavalle.",Informe sobre el nuevo puerto de Lavalle,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre el nuevo puerto de Lavalle. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20068,False,False,https://hcdcorrientes.gov.ar/expedientes/20068/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20068.pdf,EXPTE-20068-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-de-los-organismos-tecnicos-compet.pdf,crear,,verificado_fuente_y_pdf_oficial
20069,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo que, a través del Ministerio de Obras y Servicios Públicos, disponga las medidas presupuestarias y técnicas necesarias para la remodelación, ampliación y modernización de las instalaciones edilicias de la Dirección Provincial de Energía de Corrientes (DPEC) de la ciudad de Gobernador Virasoro.",Modernización de la sede de la DPEC en Gobernador Virasoro,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con modernización de la sede de la DPEC en Gobernador Virasoro. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20069,False,False,https://hcdcorrientes.gov.ar/expedientes/20069/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20069.pdf,EXPTE-20069-RESOLUCION-solicita-al-poder-ejecutivo-que-a-traves-del-ministerio-de-obras-y-ser.pdf,crear,,verificado_fuente_y_pdf_oficial
20070,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través del Instituto de Vivienda de Corrientes (INVICO), remita un informe sobre el estado de situación de la construcción de las 55 viviendas en el barrio 5 de Julio de la ciudad de Mercedes.",Informe sobre 55 viviendas del barrio 5 de Julio de Mercedes,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre 55 viviendas del barrio 5 de Julio de Mercedes. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.","Energía, Transporte, Obras Y Servicios Públicos",,Educación,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20070,False,False,https://hcdcorrientes.gov.ar/expedientes/20070/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20070.pdf,EXPTE-20070-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-del-instituto-de-vivienda-de-corr.pdf,crear,,verificado_fuente_y_pdf_oficial
20071,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través de la Dirección Provincial de Vialidad (DPV), la elaboración del proyecto y la posterior ejecución de la obra de pavimentación de la RP Nº 34, en el tramo comprendido entre la localidad de San Carlos y la intersección con el límite de la provincia de Misiones (RP Nº 213 – By Pass).",Pavimentación de la Ruta Provincial 34,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con pavimentación de la Ruta Provincial 34. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20071,False,False,https://hcdcorrientes.gov.ar/expedientes/20071/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20071.pdf,EXPTE-20071-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-de-la-direccion-provincial-de-via.pdf,crear,,verificado_fuente_y_pdf_oficial
20073,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo que, por intermedio del Ministerio de Educación, informe la situación del establecimiento “Instituto Superior del Nordeste” y/o “Instituto del Nordeste”, con especial referencia a sus ámbitos de funcionamiento en las ciudades de Goya y Bella Vista.",Informe sobre el Instituto del Nordeste,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre el Instituto del Nordeste. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.","Educación, Cultura, Ciencia Y Tecnología",,Educación,coautoria,Gonzalo,Presentado,En comisiones,True,P-0082,EXP-20073,True,False,https://hcdcorrientes.gov.ar/expedientes/20073/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20073.pdf,EXPTE-20073-RESOLUCION-solicita-al-poder-ejecutivo-que-por-intermedio-del-ministerio-de-educa.pdf,actualizar_y_migrar,,verificado_fuente_y_pdf_oficial
20089,2026-06-17,10ª Reunión | 10ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, en el marco del Fondo de Desarrollo Rural, el mantenimiento, la reparación y la recuperación de la transitabilidad de la RP Nº 25 en el departamento de Goya.",Mantenimiento de la Ruta Provincial 25 en Goya,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con mantenimiento de la Ruta Provincial 25 en Goya. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Energía, Transporte, Obras Y Servicios Públicos",,Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20089,False,False,https://hcdcorrientes.gov.ar/expedientes/20089/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/06/Expte-20089.pdf,EXPTE-20089-RESOLUCION-solicita-al-poder-ejecutivo-en-el-marco-del-fondo-de-desarrollo-rural.pdf,crear,,verificado_fuente_y_pdf_oficial
20155,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Resolución,"Insta al Poder Ejecutivo, a través del Ministerio de Educación, a realizar un relevamiento integral de la situación actual de las escuelas rurales de la provincia y la revisión del cierre de la Escuela Rural N° 374 “Pablo A. Luzuriaga” (Paraje Laurel, Santo Tomé) y de la Escuela Rural N° 225 “Cesáreo Navajas Centeno” (Paraje Cailar Cué, Gobernador Virasoro).",Relevamiento de escuelas rurales y revisión de cierres,"Solicita al Poder Ejecutivo provincial que impulse medidas vinculadas con relevamiento de escuelas rurales y revisión de cierres. La iniciativa procura atender la situación descripta en el expediente mediante la intervención de los organismos competentes y las acciones técnicas, administrativas o presupuestarias que correspondan.","Educación, Cultura, Ciencia Y Tecnología",,Educación,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20155,False,False,https://hcdcorrientes.gov.ar/expedientes/20155/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20155.pdf,EXPTE-20155-RESOLUCION-insta-al-poder-ejecutivo-a-traves-del-ministerio-de-educacion-a-realiz.pdf,crear,,verificado_fuente_y_pdf_oficial
20156,2026-07-08,11ª Reunión | 11ª Sesión Ordinaria,Resolución,"Solicita al Poder Ejecutivo, a través del Ministerio de Hacienda y Finanzas, informe sobre el estado de avance de la obra Complejo de Alto Rendimiento Deportivo (COAR).",Informe sobre el Complejo de Alto Rendimiento Deportivo,"Solicita al Poder Ejecutivo provincial información oficial sobre informe sobre el Complejo de Alto Rendimiento Deportivo. El pedido busca conocer la situación actual, las medidas adoptadas y las acciones previstas por los organismos competentes, conforme a los puntos desarrollados en el expediente.","Energía, Transporte, Obras Y Servicios Públicos","Hacienda, Presupuesto E Impuestos",Infraestructura,acompanado,Gonzalo,Presentado,En comisiones,False,,EXP-20156,False,False,https://hcdcorrientes.gov.ar/expedientes/20156/,https://hcdcorrientes.gov.ar/wp-content/uploads/2026/07/Expte-20156.pdf,EXPTE-20156-RESOLUCION-solicita-al-poder-ejecutivo-a-traves-del-ministerio-de-hacienda-y-fina.pdf,crear,,verificado_fuente_y_pdf_oficial
